Nome,Latitude,Longitude,Altitude,Informação extra,Lote
Rotunda da Árvore,37.391148,-7.445127,25,,10
Ruínas Romanas de Milreu,37.094824,-7.904695,74,,300
Ruínas Romanas de Miróbriga,38.010156,-8.683699,243,,1500
Ruínas Romanas de Tróia,38.486443,-8.884697,3,,1500
Safara,38.108640,-7.217422,204,,800
Sagres,37.010201,-8.938871,23,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Salema,37.065616,-8.824692,12,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Salgueiros,37.589126,-7.536155,121,Parque Natural do Vale do Guadiana,40
Salir,37.241031,-8.044129,246,,400
San Bartolomé de la Torre,37.446629,-7.104909,125,,200
San Juan de Aznalfarache,37.359535,-6.034063,34,,400
San Silvestre de Guzmán,37.388086,-7.348589,154,,100
Sanlúcar de Guadiana,37.472943,-7.466232,24,,20
Santa Bárbara de Casa,37.796547,-7.188991,310,,700
Santa Bárbara de Nexe,37.103587,-7.964152,145,,300
Santa Catarina da Fonte do Bispo,37.153797,-7.788195,139,,200
Santa Clara de Louredo,37.971006,-7.872097,206,,700
Santa Luzia,37.101131,-7.661133,6,Ria Formosa,200
Santa Marta,37.492988,-7.570396,176,,30
Santa Susana,38.446672,-8.391277,45,,1500
Santana da Serra,37.500729,-8.301012,184,,600
Santana de Cambas,37.623734,-7.525774,135,,500
Santiago do Cacém,38.016870,-8.693955,190,,1500
Santo Aleixo da Restauração,38.068238,-7.151129,264,,800
Santo Estêvão,37.126722,-7.714585,87,,500
Santuário de Nossa Senhora da Piedade,37.140261,-8.036374,175,,400
São Bartolomeu de Messines,37.256126,-8.287157,131,,400
São Bartolomeu de Via Glória,37.525215,-7.714577,178,,600
São Brás de Alportel,37.152685,-7.888386,248,,100
São Luís,37.717242,-8.662879,152,Parque Natural do Sudoeste Alentejano e Costa Vicentina,600
São Marcos da Serra,37.361682,-8.377477,125,,400
São Martinho,37.49085,-7.516152,152,,400
São Martinho das Amoreiras,37.652651,-8.403017,205,,700
São Matias,38.109260,-7.856124,166,,700
São Teotónio,37.509216,-8.705182,153,,600
Sapos,37.649405,-7.532089,128,Parque Natural do Vale do Guadiana,600
SE-20 - Estádio de La Cartuja,37.420463,-6.006164,11,,300
SE-20 - Miraflores,37.422589,-5.947353,15,,600
SE-20 - Parque de Alamillo,37.426331,-5.996915,11,,300
SE-20 - Pino Montano,37.424276,-5.957874,18,,600
SE-20 - San Jerónimo,37.43005,-5.988525,11,,300
SE-30 - Saída 1,37.399627,-5.945204,13,,300
SE-30 - Saída 3,37.38142,-5.942411,19,,300
SE-30 - Saída 4,37.376116,-5.944181,13,,300
SE-30 - Saída 5,37.36679,-5.94475,12,,300
SE-30 - Saída 8,37.34085,-5.97218,4,,300
SE-30 - Saída 12,37.358868,-6.004847,8,,200
SE-30 - Saída 14,37.37199,-6.014716,10,,200
SE-30 - Saída 15,37.373371,-6.027443,7,,200
SE-30 - Saída 21,37.413296,-5.993232,14,,200
SE-40 - Reinício,37.307748,-6.039054,4,,300
SE-40 - Saída 5,37.389391,-5.858575,40,,600
SE-40 - Saída 19,37.299734,-5.943293,33,,300
SE-40 - Saída 35,37.311034,-6.098245,43,,300
Sedas,37.52993,-7.600367,179,Parque Natural do Vale do Guadiana,200
Segunda Circular - Avenida Lusíada,38.752384,-9.187432,85,,1600
Segunda Circular - Benfica,38.745595,-9.193399,86,,1600
Segunda Circular - Centro Comercial Colombo,38.755089,-9.184377,85,,1600
Segunda Circular - Encarnação,38.777390,-9.123291,88,,1600
Segunda Circular - Estrada de Benfica,38.748522,-9.189495,73,,1600
Segunda Circular - Radial de Benfica,38.742421,-9.198396,104,,1400
Segunda Circular - Saída 1,38.781567,-9.122881,81,,1600
Segunda Circular - Saída 2,38.769693,-9.124372,82,,1600
Segunda Circular - Saída 3,38.763188,-9.131796,91,,1600
Segunda Circular - Saída 4,38.761857,-9.148177,91,,1600
Segunda Circular - Saída 5,38.759416,-9.155748,85,,1600
Segunda Circular - Saída 7,38.757354,-9.178565,94,,1600
Segunda Circular - Telheiras,38.757262,-9.166217,87,,1600
Sentinela,37.295558,-7.498928,147,,100
Serpa,37.944035,-7.597431,215,,200
Serro da Vinha de Baixo,37.469191,-7.605179,200,,400
Serro da Vinha de Cima,37.46505,-7.603019,214,,400
Sevilha - Avenida Expo 92,37.389797,-6.011761,10,,200
Sevilha - Parque de Alamillo,37.418651,-5.995225,7,,300
Silves,37.189283,-8.440256,24,,500
Sines,37.956229,-8.866808,40,,1400
Sítio da Fábrica,37.154436,-7.553698,9,Ria Formosa,200
Slide & Splash,37.139453,-8.474781,51,,500
Sobral da Adiça,38.023353,-7.258106,200,,800
Sul do Sapal de Castro Marim e Vila Real de Santo António,37.206474,-7.434472,5,Sapal de Castro Marim e Vila Real de Santo António,200
Tacões,37.440001,-7.554761,226,,400
Talavera la Real,38.875714,-6.768792,186,,1000
Tamejoso,37.611788,-7.601455,126,Parque Natural do Vale do Guadiana,600
Tanoeiro,37.263978,-7.533592,60,,300
Tariquejo,37.39624,-7.152048,108,,200
Tavira - Norte,37.129233,-7.647129,16,,100
Tavira - Sul,37.123689,-7.651181,16,,200
Tenência,37.367805,-7.493125,103,,20
Tôr,37.195727,-8.035204,167,,500
Torneiro,37.43145,-7.496974,186,,300
Torrão,38.293899,-8.223782,107,,800
Trindade,37.884931,-7.893941,172,,700
Tróia,38.491501,-8.902716,3,,1500
Tunes,37.164900,-8.256395,65,,400
Universidade de Huelva - Campus de El Carmen,37.270888,-6.923227,15,,2100
Universidade de Huelva - Campus de La Merced,37.262924,-6.951909,4,,2100
Universidade do Algarve - Campus da Penha,37.027222,-7.922699,9,,300
Universidade do Algarve - Campus de Gambelas,37.043905,-7.972196,19,Ria Formosa,300
Universidade do Algarve - Campus de Portimão,37.143685,-8.536411,7,,500
Urbanização Mirador de Cerro Gordo,38.888342,-6.902053,203,,1000
Urbanização Soltróia,38.457368,-8.861341,13,,1500
Urbasur,37.206556,-7.247987,7,,1800
Vale de Andreu,37.266109,-7.504033,87,,300
Vale do Lobo,37.054282,-8.061386,33,,400
Vale do Pereiro,37.359369,-7.531822,188,,300
Vale do Poço,37.762489,-7.538029,220,Parque Natural do Vale do Guadiana,200
Valencia del Mombuey,38.242917,-7.118810,295,,800
Vaqueiros,37.384277,-7.72819,228,,30
Variante de Faro - Nó com a M518,37.031154,-7.913966,8,,300
Variante de Faro - Nó com a N2,37.04255,-7.929253,19,,300
Variante de Faro - Nó com o IC4,37.039694,-7.950254,14,,300
Vendas Novas,38.676804,-8.461373,142,,1700
"Vicentes, Alcoutim",37.456744,-7.584939,214,,400
"Vicentes, Mértola",37.541742,-7.611763,159,Parque Natural do Vale do Guadiana,600
Victoria Stadium,36.149002,-5.350047,3,,1200
Vidigueira,38.209484,-7.798725,212,,800
Vila do Bispo,37.082632,-8.910907,87,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Vila Nova da Baronia,38.288591,-8.037843,187,,800
Vila Nova de Cacela,37.173663,-7.531126,24,,100
Vila Nova de Milfontes,37.723609,-8.782080,30,Parque Natural do Sudoeste Alentejano e Costa Vicentina,600
Vila Nova de Santo André,38.061112,-8.785251,23,,1500
Vila Nova de São Bento,37.925569,-7.409812,247,,200
Vila Real de Santo António,37.194148,-7.418,8,,50
Vila Verde de Ficalho,37.946791,-7.299725,227,,700
Vilamoura,37.087887,-8.119071,16,,400
Villa Romana de Pisões,37.997505,-7.948923,178,,700
Villa Romana de São Cucufate,38.223679, -7.845413,248,,800
Villablanca,37.302562,-7.341807,93,,100
Villafranco del Guadiana,38.883990,-6.860705,178,,1000
Villanueva de la Serena,38.973992,-5.798687,296,,1200
Villanueva de los Castillejos,37.500435,-7.270432,213,,100
Vista Real,37.222571,-7.460221,22,,300
Western Beach,36.153103,-5.351108,2,,1200
Zambujal,37.523755,-7.603783,174,,600
Zambujeira do Mar,37.524674,-8.784966,40,Parque Natural do Sudoeste Alentejano e Costa Vicentina,600
Zoomarine,37.126435,-8.314944,23,,400
