Location A,Location B,Means of transport,Starting point,Destination
A1 - Canidelo,A1 - Saída 23,Car,False,A44 - Espinho
A1 - Canidelo,A1 - Saída 23,Car,False,Lisboa
A1 - Canidelo,A1 - Saída 23,Car,False,Vila Nova de Gaia - Centro da cidade
A1 - Canidelo,A1 - Saída 23,Car,True,Porto
A1 - Canidelo,A1 - Saída 23,Car,True,Vila Nova de Gaia - São Pedro da Afurada
A1 - Canidelo,Cruzamento da A1 com a A44,Car,False,Porto
A1 - Canidelo,Cruzamento da A1 com a A44,Car,False,Vila Nova de Gaia - Devesas
A1 - Canidelo,Cruzamento da A1 com a A44,Car,True,A29 - Espinho
A1 - Canidelo,Cruzamento da A1 com a A44,Car,True,Lisboa
A1 - Canidelo,Cruzamento da A1 com a A44,Car,True,Vila Nova de Gaia - Coimbrões
A1 - Saída 1A,A1 - São João da Talha,Car,False,Alverca
A1 - Saída 1A,A1 - São João da Talha,Car,False,Norte
A1 - Saída 1A,A1 - São João da Talha,Car,True,A12 - Sul
A1 - Saída 1A,A1 - São João da Talha,Car,True,IC17 CRIL - Algés
A1 - Saída 1A,A1 - São João da Talha,Car,True,Lisboa
A1 - Saída 1A,Cruzamento da A1 com a A9 CREL,Car,False,Lisboa
A1 - Saída 1A,Cruzamento da A1 com a A9 CREL,Car,False,Sacavém
A1 - Saída 1A,Cruzamento da A1 com a A9 CREL,Car,True,Alverca
A1 - Saída 1A,Cruzamento da A1 com a A9 CREL,Car,True,Porto
A1 - Saída 2A,A1 - Saída 3,Car,False,Alverca
A1 - Saída 2A,A1 - Saída 3,Car,False,Lisboa
A1 - Saída 2A,A1 - Saída 3,Car,True,Carregado
A1 - Saída 2A,A1 - Saída 3,Car,True,Porto
A1 - Saída 2A,Cruzamento da A1 com a A9 CREL,Car,False,Porto
A1 - Saída 2A,Cruzamento da A1 com a A9 CREL,Car,False,Vila Franca de Xira
A1 - Saída 2A,Cruzamento da A1 com a A9 CREL,Car,True,Alverca
A1 - Saída 2A,Cruzamento da A1 com a A9 CREL,Car,True,Lisboa
A1 - Saída 3,A1 - Saída 3A,Car,False,Lisboa
A1 - Saída 3,A1 - Saída 3A,Car,False,Vila Franca de Xira
A1 - Saída 3,A1 - Saída 3A,Car,True,Carregado
A1 - Saída 3,A1 - Saída 3A,Car,True,Porto
A1 - Saída 3A,Cruzamento da A1 com a A10,Car,False,Lisboa
A1 - Saída 3A,Cruzamento da A1 com a A10,Car,False,Vila Franca de Xira
A1 - Saída 3A,Cruzamento da A1 com a A10,Car,True,Aveiras
A1 - Saída 3A,Cruzamento da A1 com a A10,Car,True,Porto
A1 - Saída 5,A1 - Saída 5A,Car,False,Aveiras
A1 - Saída 5,A1 - Saída 5A,Car,False,Lisboa
A1 - Saída 5,A1 - Saída 5A,Car,True,Cartaxo
A1 - Saída 5,A1 - Saída 5A,Car,True,Porto
A1 - Saída 5,Área de Serviço de Aveiras,Car,False,Aveiras
A1 - Saída 5,Área de Serviço de Aveiras,Car,False,Porto
A1 - Saída 5,Área de Serviço de Aveiras,Car,True,Alenquer
A1 - Saída 5,Área de Serviço de Aveiras,Car,True,Lisboa
A1 - Saída 5A,A1 - Saída 6,Car,False,Cartaxo
A1 - Saída 5A,A1 - Saída 6,Car,False,Lisboa
A1 - Saída 5A,A1 - Saída 6,Car,True,Porto
A1 - Saída 5A,A1 - Saída 6,Car,True,Santarém
A1 - Saída 6,Cruzamento da A1 com a A15,Car,False,A2
A1 - Saída 6,Cruzamento da A1 com a A15,Car,False,A6
A1 - Saída 6,Cruzamento da A1 com a A15,Car,False,A13
A1 - Saída 6,Cruzamento da A1 com a A15,Car,False,Lisboa
A1 - Saída 6,Cruzamento da A1 com a A15,Car,False,Santarém
A1 - Saída 6,Cruzamento da A1 com a A15,Car,True,Porto
A1 - Saída 6,Cruzamento da A1 com a A15,Car,True,Torres Novas
A1 - Saída 8,Área de Serviço de Leiria,Car,False,Fátima
A1 - Saída 8,Área de Serviço de Leiria,Car,False,Lisboa
A1 - Saída 8,Área de Serviço de Leiria,Car,True,Leiria
A1 - Saída 8,Área de Serviço de Leiria,Car,True,Porto
A1 - Saída 8,Cruzamento da A1 com a A23,Car,False,Fátima
A1 - Saída 8,Cruzamento da A1 com a A23,Car,False,Porto
A1 - Saída 8,Cruzamento da A1 com a A23,Car,True,Lisboa
A1 - Saída 8,Cruzamento da A1 com a A23,Car,True,Torres Novas
A1 - Saída 9,A1 - Saída 10,Car,False,Leiria
A1 - Saída 9,A1 - Saída 10,Car,False,Lisboa
A1 - Saída 9,A1 - Saída 10,Car,True,Pombal
A1 - Saída 9,A1 - Saída 10,Car,True,Porto
A1 - Saída 9,Área de Serviço de Leiria,Car,False,Leiria
A1 - Saída 9,Área de Serviço de Leiria,Car,False,Porto
A1 - Saída 9,Área de Serviço de Leiria,Car,True,Fátima
A1 - Saída 9,Área de Serviço de Leiria,Car,True,Lisboa
A1 - Saída 10,Área de Serviço de Pombal,Car,False,Lisboa
A1 - Saída 10,Área de Serviço de Pombal,Car,False,Pombal
A1 - Saída 10,Área de Serviço de Pombal,Car,True,Porto
A1 - Saída 10,Área de Serviço de Pombal,Car,True,Soure
A1 - Saída 10A,Área de Serviço de Pombal,Car,False,Porto
A1 - Saída 10A,Área de Serviço de Pombal,Car,False,Soure
A1 - Saída 10A,Área de Serviço de Pombal,Car,True,Lisboa
A1 - Saída 10A,Área de Serviço de Pombal,Car,True,Pombal
A1 - Saída 10A,Cruzamento da A1 com a A13-1,Car,False,Lisboa
A1 - Saída 10A,Cruzamento da A1 com a A13-1,Car,False,Soure
A1 - Saída 10A,Cruzamento da A1 com a A13-1,Car,True,Condeixa-a-Nova
A1 - Saída 10A,Cruzamento da A1 com a A13-1,Car,True,Porto
A1 - Saída 12,Cruzamento da A1 com a A13-1,Car,False,Coimbra - Sul
A1 - Saída 12,Cruzamento da A1 com a A13-1,Car,False,Porto
A1 - Saída 12,Cruzamento da A1 com a A13-1,Car,True,Condeixa-a-Nova
A1 - Saída 12,Cruzamento da A1 com a A13-1,Car,True,Lisboa
A1 - Saída 12,Cruzamento da A1 com a A14,Car,False,Coimbra - Sul
A1 - Saída 12,Cruzamento da A1 com a A14,Car,False,Lisboa
A1 - Saída 12,Cruzamento da A1 com a A14,Car,True,A14 - Figueira da Foz
A1 - Saída 12,Cruzamento da A1 com a A14,Car,True,Coimbra - Norte
A1 - Saída 12,Cruzamento da A1 com a A14,Car,True,Porto
A1 - Saída 14,A1 - Saída 15,Car,False,Lisboa
A1 - Saída 14,A1 - Saída 15,Car,False,Mealhada
A1 - Saída 14,A1 - Saída 15,Car,True,Aveiro
A1 - Saída 14,A1 - Saída 15,Car,True,Porto
A1 - Saída 14,Área de Serviço de Mealhada-Cantanhede,Car,False,Mealhada
A1 - Saída 14,Área de Serviço de Mealhada-Cantanhede,Car,False,Porto
A1 - Saída 14,Área de Serviço de Mealhada-Cantanhede,Car,True,Coimbra
A1 - Saída 14,Área de Serviço de Mealhada-Cantanhede,Car,True,Lisboa
A1 - Saída 15,Cruzamento da A1 com a A25,Car,False,Lisboa
A1 - Saída 15,Cruzamento da A1 com a A25,Car,False,Oliveira do Bairro
A1 - Saída 15,Cruzamento da A1 com a A25,Car,True,A25 - Viseu
A1 - Saída 15,Cruzamento da A1 com a A25,Car,True,Porto
A1 - Saída 17,A1 - Saída 18,Car,False,Estarreja
A1 - Saída 17,A1 - Saída 18,Car,False,Lisboa
A1 - Saída 17,A1 - Saída 18,Car,True,Porto
A1 - Saída 17,A1 - Saída 18,Car,True,Santa Maria da Feira
A1 - Saída 17,Área de Serviço de Antuã-Estarreja,Car,False,Estarreja
A1 - Saída 17,Área de Serviço de Antuã-Estarreja,Car,False,Porto
A1 - Saída 17,Área de Serviço de Antuã-Estarreja,Car,True,Albergaria-a-Velha
A1 - Saída 17,Área de Serviço de Antuã-Estarreja,Car,True,Lisboa
A1 - Saída 18,Cruzamento da A1 com a A41 CREP,Car,False,Lisboa
A1 - Saída 18,Cruzamento da A1 com a A41 CREP,Car,False,Santa Maria da Feira
A1 - Saída 18,Cruzamento da A1 com a A41 CREP,Car,True,Espinho
A1 - Saída 18,Cruzamento da A1 com a A41 CREP,Car,True,Porto
A1 - Saída 18B,Cruzamento da A1 com a A20,Car,False,A41 - Espinho
A1 - Saída 18B,Cruzamento da A1 com a A20,Car,False,Lisboa
A1 - Saída 18B,Cruzamento da A1 com a A20,Car,False,Santa Maria da Feira
A1 - Saída 18B,Cruzamento da A1 com a A20,Car,True,Porto
A1 - Saída 18B,Cruzamento da A1 com a A41 CREP,Car,False,Porto
A1 - Saída 18B,Cruzamento da A1 com a A41 CREP,Car,False,Vila Nova de Gaia - Carvalhos
A1 - Saída 18B,Cruzamento da A1 com a A41 CREP,Car,True,Espinho
A1 - Saída 18B,Cruzamento da A1 com a A41 CREP,Car,True,Lisboa
A1 - Saída 20,Área de Serviço de Gaia,Car,False,Ponte da Arrábida
A1 - Saída 20,Área de Serviço de Gaia,Car,False,Porto
A1 - Saída 20,Área de Serviço de Gaia,Car,False,Vila Nova de Gaia
A1 - Saída 20,Área de Serviço de Gaia,Car,True,Lisboa
A1 - Saída 20,Área de Serviço de Gaia,Car,True,Vila Nova de Gaia - Carvalhos
A1 - Saída 20,Cruzamento da A1 com a A44,Car,False,Lisboa
A1 - Saída 20,Cruzamento da A1 com a A44,Car,False,Vila Nova de Gaia - Santo Ovídio
A1 - Saída 20,Cruzamento da A1 com a A44,Car,True,Porto
A1 - Saída 20,Cruzamento da A1 com a A44,Car,True,Vila Nova de Gaia - Coimbrões
A1 - Saída 23,IC23 - Campo Alegre,Car,False,A1 - Lisboa
A1 - Saída 23,IC23 - Campo Alegre,Car,False,Ponte da Arrábida
A1 - Saída 23,IC23 - Campo Alegre,Car,False,Vila Nova de Gaia
A1 - Saída 23,IC23 - Campo Alegre,Car,True,Outras direcções
A1 - Saída 23,IC23 - Campo Alegre,Car,True,Porto
A1 - São João da Talha,Cruzamento da A1 com a A12 e a IC17 CRIL,Car,False,Alverca
A1 - São João da Talha,Cruzamento da A1 com a A12 e a IC17 CRIL,Car,False,Norte
A1 - São João da Talha,Cruzamento da A1 com a A12 e a IC17 CRIL,Car,True,Lisboa
A2 - Saída 1,Área de Serviço de Seixal,Car,False,Almada
A2 - Saída 1,Área de Serviço de Seixal,Car,False,Costa da Caparica
A2 - Saída 1,Área de Serviço de Seixal,Car,False,Lisboa
A2 - Saída 1,Área de Serviço de Seixal,Car,True,Setúbal
A2 - Saída 1,Eixo Norte-Sul - Alcântara,Car,False,A2 - Sul
A2 - Saída 1,Eixo Norte-Sul - Alcântara,Car,True,Lisboa
A2 - Saída 2,A2 - Saída 3,Car,False,Almada
A2 - Saída 2,A2 - Saída 3,Car,False,Lisboa
A2 - Saída 2,A2 - Saída 3,Car,True,Montijo
A2 - Saída 2,A2 - Saída 3,Car,True,Setúbal
A2 - Saída 2,A2 - Saída 3,Car,True,Sul
A2 - Saída 2,Área de Serviço de Seixal,Car,False,Setúbal
A2 - Saída 2,Área de Serviço de Seixal,Car,True,Almada
A2 - Saída 2,Área de Serviço de Seixal,Car,True,Costa da Caparica
A2 - Saída 2,Área de Serviço de Seixal,Car,True,Lisboa
A2 - Saída 3,Área de Serviço de Palmela,Car,False,Barreiro
A2 - Saída 3,Área de Serviço de Palmela,Car,False,Lisboa
A2 - Saída 3,Área de Serviço de Palmela,Car,True,Palmela
A2 - Saída 3,Área de Serviço de Palmela,Car,True,Setúbal
A2 - Saída 3,Área de Serviço de Palmela,Car,True,Sul
A2 - Saída 4,Área de Serviço de Palmela,Car,False,Palmela
A2 - Saída 4,Área de Serviço de Palmela,Car,False,Setúbal
A2 - Saída 4,Área de Serviço de Palmela,Car,False,Sul
A2 - Saída 4,Área de Serviço de Palmela,Car,True,Barreiro
A2 - Saída 4,Área de Serviço de Palmela,Car,True,Lisboa
A2 - Saída 4,Cruzamento da A2 com a A12,Car,False,Almada
A2 - Saída 4,Cruzamento da A2 com a A12,Car,False,Lisboa - Sul
A2 - Saída 4,Cruzamento da A2 com a A12,Car,False,Palmela
A2 - Saída 4,Cruzamento da A2 com a A12,Car,True,Algarve
A2 - Saída 4,Cruzamento da A2 com a A12,Car,True,Espanha
A2 - Saída 4,Cruzamento da A2 com a A12,Car,True,Setúbal
A2 - Saída 6,Águas de Moura,Car,False,A2 - Algarve/Lisboa
A2 - Saída 6,Águas de Moura,Car,False,A6 - Espanha
A2 - Saída 6,Águas de Moura,Car,False,Pegões
A2 - Saída 6,Águas de Moura,Car,False,Vila Franca de Xira
A2 - Saída 6,Águas de Moura,Car,True,IC1 - Alcácer do Sal/Algarve
A2 - Saída 6,Águas de Moura,Car,True,Setúbal
A2 - Saída 6,Cruzamento da A2 com a A6 e a A13,Car,False,Lisboa
A2 - Saída 6,Cruzamento da A2 com a A6 e a A13,Car,False,Setúbal
A2 - Saída 6,Cruzamento da A2 com a A6 e a A13,Car,True,A2 - Algarve
A2 - Saída 6,Cruzamento da A2 com a A6 e a A13,Car,True,A6 - Espanha
A2 - Saída 6,Cruzamento da A2 com a A6 e a A13,Car,True,A13 - Santarém
A2 - Saída 6,Cruzamento da A2 com a A12,Car,False,A6 - Évora
A2 - Saída 6,Cruzamento da A2 com a A12,Car,False,Algarve
A2 - Saída 6,Cruzamento da A2 com a A12,Car,True,Lisboa
A2 - Saída 6,Cruzamento da A2 com a A12,Car,True,Setúbal
A2 - Saída 8,A2 - Saída 9,Car,False,Alcácer do Sal
A2 - Saída 8,A2 - Saída 9,Car,False,Lisboa
A2 - Saída 8,A2 - Saída 9,Car,False,Setúbal
A2 - Saída 8,A2 - Saída 9,Car,True,Algarve
A2 - Saída 8,A2 - Saída 9,Car,True,Grândola
A2 - Saída 8,Águas de Moura,Car,False,Alcácer do Sal
A2 - Saída 8,Águas de Moura,Car,False,Beja
A2 - Saída 8,Águas de Moura,Car,False,Sines
A2 - Saída 8,Águas de Moura,Car,True,Águas de Moura
A2 - Saída 8,Águas de Moura,Car,True,Setúbal
A2 - Saída 8,Alcácer do Sal,Car,False,A2 - Algarve
A2 - Saída 8,Alcácer do Sal,Car,False,Lisboa
A2 - Saída 8,Alcácer do Sal,Car,False,Setúbal
A2 - Saída 8,Alcácer do Sal,Car,True,Alcácer do Sal
A2 - Saída 8,Alcácer do Sal,Car,True,Grândola
A2 - Saída 8,Alcácer do Sal,Car,True,IP8 - Beja/Sines
A2 - Saída 8,Área de Serviço de Alcácer do Sal,Car,False,Alcácer do Sal
A2 - Saída 8,Área de Serviço de Alcácer do Sal,Car,False,Algarve
A2 - Saída 8,Área de Serviço de Alcácer do Sal,Car,True,A6 - Évora
A2 - Saída 8,Área de Serviço de Alcácer do Sal,Car,True,Lisboa
A2 - Saída 8,Área de Serviço de Alcácer do Sal,Car,True,Setúbal
A2 - Saída 9,Área de Serviço de Grândola,Car,False,Alcácer do Sal
A2 - Saída 9,Área de Serviço de Grândola,Car,False,Lisboa
A2 - Saída 9,Área de Serviço de Grândola,Car,True,A26 - Beja
A2 - Saída 9,Área de Serviço de Grândola,Car,True,Algarve
A2 - Saída 9,Cruzamento do IC1 com o IP8,Car,False,A2 - Algarve/Beja/Lisboa
A2 - Saída 9,Cruzamento do IC1 com o IP8,Car,True,IC1 - Grândola
A2 - Saída 9,Cruzamento do IC1 com o IP8,Car,True,Sines
A2 - Saída 11,A2 - Saída 12,Car,False,Aljustrel
A2 - Saída 11,A2 - Saída 12,Car,False,Lisboa
A2 - Saída 11,A2 - Saída 12,Car,True,Algarve
A2 - Saída 11,A2 - Saída 12,Car,True,Castro Verde
A2 - Saída 11,A2 - Saída 12,Car,True,Ourique
A2 - Saída 11,Área de Serviço de Aljustrel,Car,False,Algarve
A2 - Saída 11,Área de Serviço de Aljustrel,Car,False,Aljustrel
A2 - Saída 11,Área de Serviço de Aljustrel,Car,True,Grândola
A2 - Saída 11,Área de Serviço de Aljustrel,Car,True,Lisboa
A2 - Saída 12,Área de Serviço de Almodôvar,Car,False,IP2 - Beja/Castro Verde
A2 - Saída 12,Área de Serviço de Almodôvar,Car,False,Lisboa
A2 - Saída 12,Área de Serviço de Almodôvar,Car,True,Algarve
A2 - Saída 12,Área de Serviço de Almodôvar,Car,True,Almodôvar
A2 - Saída 12,IP2 - Saída 50,Car,False,A2
A2 - Saída 12,IP2 - Saída 50,Car,False,Ourique
A2 - Saída 12,IP2 - Saída 50,Car,True,Beja
A2 - Saída 12,IP2 - Saída 50,Car,True,Castro Verde
A2 - Saída 12,Ourique,Car,False,A2 - Algarve/Lisboa
A2 - Saída 12,Ourique,Car,False,IP2 - Beja/Castro Verde
A2 - Saída 12,Ourique,Car,True,Ourique
A2 - Saída 13,A2 - Saída 14,Car,False,Almodôvar
A2 - Saída 13,A2 - Saída 14,Car,False,Lisboa
A2 - Saída 13,A2 - Saída 14,Car,True,Algarve
A2 - Saída 13,A2 - Saída 14,Car,True,São Bartolomeu de Messines
A2 - Saída 13,Área de Serviço de Almodôvar,Car,False,Algarve
A2 - Saída 13,Área de Serviço de Almodôvar,Car,False,Almodôvar
A2 - Saída 13,Área de Serviço de Almodôvar,Car,True,IP2 - Beja/Castro Verde
A2 - Saída 13,Área de Serviço de Almodôvar,Car,True,Lisboa
A2 - Saída 14,Cruzamento da A2 com a A22,Car,False,Lisboa
A2 - Saída 14,Cruzamento da A2 com a A22,Car,False,São Bartolomeu de Messines
A2 - Saída 14,Cruzamento da A2 com a A22,Car,True,Faro
A2 - Saída 14,Cruzamento da A2 com a A22,Car,True,Portimão
A2 - Saída 14,Cruzamento da N124 com a N270,Car,False,A2 - Lisboa
A2 - Saída 14,Cruzamento da N124 com a N270,Car,False,São Bartolomeu de Messines
A2 - Saída 14,Cruzamento da N124 com a N270,Car,False,Silves
A2 - Saída 14,Cruzamento da N124 com a N270,Car,True,Paderne
A2 - Saída 14,Cruzamento da N124 com a N270,Car,True,Salir
A2 - Saída 14,IC1 - Cruzamento com a N124,Car,False,A2 - Faro/Lisboa/Portimão
A2 - Saída 14,IC1 - Cruzamento com a N124,Car,False,Salir
A2 - Saída 14,IC1 - Cruzamento com a N124,Car,True,IC1 - Albufeira/Lisboa
A2 - Saída 14,IC1 - Cruzamento com a N124,Car,True,Silves
A3 - Início,A3 - Saída 2,Car,False,A1 - Sul
A3 - Início,A3 - Saída 2,Car,False,Porto
A3 - Início,A3 - Saída 2,Car,True,A4 - A41/Matosinhos/Vila Real
A3 - Início,A3 - Saída 2,Car,True,Aeroporto do Porto
A3 - Início,A3 - Saída 2,Car,True,Braga
A3 - Início,A3 - Saída 2,Car,True,Valença
A3 - Início,IC23 - Nó das Antas,Car,False,A3 - Braga
A3 - Início,IC23 - Nó das Antas,Car,False,A4 - Vila Real
A3 - Início,IC23 - Nó das Antas,Car,False,A41 CREP - Aeroporto do Porto
A3 - Início,IC23 - Nó das Antas,Car,False,Ponte da Arrábida
A3 - Início,IC23 - Nó das Antas,Car,True,A1 - Lisboa
A3 - Início,IC23 - Nó das Antas,Car,True,Ponte do Freixo
A3 - Início,IC23 - Nó das Antas,Car,True,Vila Nova de Gaia
A3 - Início,IC23 - Paranhos,Car,False,A1 - Lisboa
A3 - Início,IC23 - Paranhos,Car,False,A3 - Braga
A3 - Início,IC23 - Paranhos,Car,False,A4 - Vila Real
A3 - Início,IC23 - Paranhos,Car,False,Ponte do Freixo
A3 - Início,IC23 - Paranhos,Car,True,A28 - Viana do Castelo
A3 - Início,IC23 - Paranhos,Car,True,Ponte da Arrábida
A3 - Saída 2,Cruzamento da A3 com a A4,Car,False,A1 - Lisboa
A3 - Saída 2,Cruzamento da A3 com a A4,Car,False,Porto
A3 - Saída 2,Cruzamento da A3 com a A4,Car,True,A4 - Matosinhos/Vila Real
A3 - Saída 2,Cruzamento da A3 com a A4,Car,True,Braga
A3 - Saída 5,Área de Serviço de Coronado/Trofa,Car,False,Santo Tirso
A3 - Saída 5,Área de Serviço de Coronado/Trofa,Car,False,Valença
A3 - Saída 5,Área de Serviço de Coronado/Trofa,Car,True,Maia
A3 - Saída 5,Área de Serviço de Coronado/Trofa,Car,True,Porto
A3 - Saída 5,Cruzamento da A3 com a A7,Car,False,Porto
A3 - Saída 5,Cruzamento da A3 com a A7,Car,False,Santo Tirso
A3 - Saída 5,Cruzamento da A3 com a A7,Car,True,A7 - Famalicão/Guimarães
A3 - Saída 5,Cruzamento da A3 com a A7,Car,True,Braga
A3 - Saída 5,Cruzamento da A3 com a A7,Car,True,Valença
A3 - Saída 7,A3 - Saída 8,Car,False,Famalicão
A3 - Saída 7,A3 - Saída 8,Car,False,Porto
A3 - Saída 7,A3 - Saída 8,Car,True,Braga
A3 - Saída 7,A3 - Saída 8,Car,True,Valença
A3 - Saída 7,Cruzamento da A3 com a A7,Car,False,Cruz
A3 - Saída 7,Cruzamento da A3 com a A7,Car,False,Valença
A3 - Saída 7,Cruzamento da A3 com a A7,Car,True,Famalicão
A3 - Saída 7,Cruzamento da A3 com a A7,Car,True,Porto
A3 - Saída 8,Cruzamento da A3 com a A11,Car,False,Braga - Sul
A3 - Saída 8,Cruzamento da A3 com a A11,Car,False,Porto
A3 - Saída 8,Cruzamento da A3 com a A11,Car,True,A11 - Barcelos
A3 - Saída 8,Cruzamento da A3 com a A11,Car,True,Valença
A3 - Saída 10,A3 - Saída 11,Car,False,Braga
A3 - Saída 10,A3 - Saída 11,Car,False,Porto
A3 - Saída 10,A3 - Saída 11,Car,True,Ponte de Lima
A3 - Saída 10,A3 - Saída 11,Car,True,Valença
A3 - Saída 10,Área de Serviço de Barcelos,Car,False,Ponte de Lima
A3 - Saída 10,Área de Serviço de Barcelos,Car,False,Valença
A3 - Saída 10,Área de Serviço de Barcelos,Car,True,Braga
A3 - Saída 10,Área de Serviço de Barcelos,Car,True,Porto
A3 - Saída 11,Cruzamento da A3 com a A27,Car,False,Braga
A3 - Saída 11,Cruzamento da A3 com a A27,Car,False,Porto
A3 - Saída 11,Cruzamento da A3 com a A27,Car,True,Espanha
A3 - Saída 11,Cruzamento da A3 com a A27,Car,True,Valença
A3 - Saída 13,A3 - Saída 14,Car,False,Braga
A3 - Saída 13,A3 - Saída 14,Car,False,Porto
A3 - Saída 13,A3 - Saída 14,Car,True,Espanha
A3 - Saída 13,A3 - Saída 14,Car,True,Valença
A3 - Saída 13,Cruzamento da A3 com a A27,Car,False,Espanha
A3 - Saída 13,Cruzamento da A3 com a A27,Car,False,Valença
A3 - Saída 13,Cruzamento da A3 com a A27,Car,True,Braga
A3 - Saída 13,Cruzamento da A3 com a A27,Car,True,Ponte de Lima
A3 - Saída 14,A3 - Saída 15,Car,False,Porto
A3 - Saída 14,A3 - Saída 15,Car,False,Viana do Castelo
A3 - Saída 14,A3 - Saída 15,Car,True,Espanha
A3 - Saída 14,A3 - Saída 15,Car,True,Valença
A3 - Saída 15,A-55 - Saída 30,Car,False,Porto
A3 - Saída 15,A-55 - Saída 30,Car,False,Valença
A3 - Saída 15,A-55 - Saída 30,Car,True,Espanha
A5 - Fim,A5 - Saída 12,Car,False,Aldeia de Juso
A5 - Fim,A5 - Saída 12,Car,False,Birre
A5 - Fim,A5 - Saída 12,Car,True,Lisboa
A5 - Saída 1,A5 - Saída 2,Car,False,A2 - Sul
A5 - Saída 1,A5 - Saída 2,Car,False,Lisboa
A5 - Saída 1,A5 - Saída 2,Car,True,Cascais
A5 - Saída 1,A5 - Saída 2,Car,True,Sintra
A5 - Saída 1,"Avenida Engenheiro Duarte Pacheco, Lisboa",Car,False,A2 - Sul
A5 - Saída 1,"Avenida Engenheiro Duarte Pacheco, Lisboa",Car,False,A5 - Cascais
A5 - Saída 1,"Avenida Engenheiro Duarte Pacheco, Lisboa",Car,True,Lisboa - Marquês de Pombal
A5 - Saída 1,Eixo Norte-Sul - Alcântara,Car,False,A1 - Norte
A5 - Saída 1,Eixo Norte-Sul - Alcântara,Car,False,A5 - Cascais
A5 - Saída 1,Eixo Norte-Sul - Alcântara,Car,False,IC19 - Sintra
A5 - Saída 1,Eixo Norte-Sul - Alcântara,Car,False,Lisboa - Marquês de Pombal
A5 - Saída 1,Eixo Norte-Sul - Alcântara,Car,True,A2 - Sul
A5 - Saída 1,Eixo Norte-Sul - Alcântara,Car,True,IC20 - Almada/Costa da Caparica
A5 - Saída 1,Eixo Norte-Sul - Campolide,Car,False,A2 - Sul
A5 - Saída 1,Eixo Norte-Sul - Campolide,Car,False,IC20 - Almada/Costa da Caparica
A5 - Saída 1,Eixo Norte-Sul - Campolide,Car,True,A1 - Norte
A5 - Saída 1,Eixo Norte-Sul - Campolide,Car,True,Lisboa - Praça de Espanha
A5 - Saída 1,Eixo Norte-Sul - Campolide,Car,True,Lisboa - Sete Rios
A5 - Saída 2,A5 - Saída 3,Car,False,A2 - Sul
A5 - Saída 2,A5 - Saída 3,Car,False,Lisboa
A5 - Saída 2,A5 - Saída 3,Car,True,Amadora
A5 - Saída 2,A5 - Saída 3,Car,True,Cascais
A5 - Saída 2,A5 - Saída 3,Car,True,IC19 - Sintra
A5 - Saída 3,A5 - Saída 4,Car,False,A2 - Sul
A5 - Saída 3,A5 - Saída 4,Car,False,Lisboa
A5 - Saída 3,A5 - Saída 4,Car,True,Cascais
A5 - Saída 3,A5 - Saída 4,Car,True,Linda-a-Velha
A5 - Saída 3,IC17 CRIL - Saída 4,Car,False,A2 - Sul
A5 - Saída 3,IC17 CRIL - Saída 4,Car,False,A5 - Lisboa
A5 - Saída 3,IC17 CRIL - Saída 4,Car,False,Lisboa - Belém
A5 - Saída 3,IC17 CRIL - Saída 4,Car,True,IC17 CRIL
A5 - Saída 3,IC17 CRIL - Saída 4,Car,True,Sintra
A5 - Saída 4,A5 - Saída 5,Car,False,Lisboa
A5 - Saída 4,A5 - Saída 5,Car,False,Outras direcções
A5 - Saída 4,A5 - Saída 5,Car,True,Cascais
A5 - Saída 4,A5 - Saída 5,Car,True,Linda-a-Velha
A5 - Saída 4,IC17 CRIL - Saída 2,Car,False,A1 - Norte
A5 - Saída 4,IC17 CRIL - Saída 2,Car,False,A5 - Lisboa
A5 - Saída 4,IC17 CRIL - Saída 2,Car,False,Buraca
A5 - Saída 4,IC17 CRIL - Saída 2,Car,True,Lisboa - Centro da cidade
A5 - Saída 4,IC17 CRIL - Saída 2,Car,True,N6 - Cascais/Oeiras
A5 - Saída 4,IC17 CRIL - Saída 4,Car,False,A5 - Cascais
A5 - Saída 4,IC17 CRIL - Saída 4,Car,False,Algés
A5 - Saída 4,IC17 CRIL - Saída 4,Car,True,A1 - Norte
A5 - Saída 4,IC17 CRIL - Saída 4,Car,True,N117 - Amadora/Sintra
A5 - Saída 5,Cruzamento da A5 com a A9 CREL,Car,False,Linda-a-Velha
A5 - Saída 5,Cruzamento da A5 com a A9 CREL,Car,False,Lisboa
A5 - Saída 5,Cruzamento da A5 com a A9 CREL,Car,True,A9 CREL
A5 - Saída 5,Cruzamento da A5 com a A9 CREL,Car,True,Cascais
A5 - Saída 5,Cruzamento da A5 com a A9 CREL,Car,True,Estádio Nacional
A5 - Saída 7,A5 - Saída 8,Car,False,Lisboa
A5 - Saída 7,A5 - Saída 8,Car,False,Oeiras
A5 - Saída 7,A5 - Saída 8,Car,True,Carcavelos
A5 - Saída 7,A5 - Saída 8,Car,True,Cascais
A5 - Saída 7,Área de Serviço de Oeiras,Car,False,Cascais
A5 - Saída 7,Área de Serviço de Oeiras,Car,False,Oeiras
A5 - Saída 7,Área de Serviço de Oeiras,Car,True,A9 CREL
A5 - Saída 7,Área de Serviço de Oeiras,Car,True,Estádio Nacional
A5 - Saída 7,Área de Serviço de Oeiras,Car,True,Lisboa
A5 - Saída 8,A5 - Saída 9,Car,False,Carcavelos
