Location A,Location B,Means of transport,Distance,Way,Cardinal point,Order A,Order B
Estação de Abrantes,Estação de Alferrarede,Train,5.5,Linha da Beira Baixa - Regional,N,2,1
Estação de Abrantes,Estação de Bemposta,Train,11.4,Linha do Leste - Regional,SE,3,1
Estação de Abrantes,Estação de Ródão,Train,63.4,Linha da Beira Baixa - Intercidades,E,5,3
Estação de Abrantes,Estação de Tramagal,Train,6.0,Linha da Beira Baixa - Regional,W,1,2
Estação de Abrantes,Estação do Entroncamento,Train,28.6,Linha da Beira Baixa - Intercidades,W,4,6
Estação de Adémia,Estação de Coimbra-B,Train,3.1,Linha do Norte - Regional,S,1,2
Estação de Adémia,Estação de Vilela-Fornos,Train,1.6,Linha do Norte - Regional,NE,2,1
Estação de Aeropuerto T1-T2-T3,Estação de Barajas,Subway,1.4,Linha 8 - Metro de Madrid,NW,1,2
Estação de Aeropuerto T1-T2-T3,Estação de Feria de Madrid,Subway,4.0,Linha 8 - Metro de Madrid,W,2,1
Estação de Aeropuerto T4,Estação de Barajas,Subway,2.1,Linha 8 - Metro de Madrid,SE,3,1
Estação de Aeropuerto T4,Estação de Valdebebas,Train,2.6,Linhas C-1/C-10 - Cercanías Madrid,SW,1,2
Estação de Afife,Estação de Âncora-Praia,Train,4.6,Linha do Minho - InterRegional/Regional,N,2,1
Estação de Afife,Estação de Carreço,Train,2.9,Linha do Minho - Regional,S,1,2
Estação de Afife,Estação de Viana do Castelo,Train,10.1,Linha do Minho - InterRegional,S,3,3
Estação de Agualva - Cacém,Estação de Massamá - Barcarena,Train,2.2,Linha de Sintra - CP Lisboa,SE,1,2
Estação de Agualva - Cacém,Estação de Mira Sintra - Meleças,Train,3.0,Linha de Sintra - CP Lisboa/InterRegional/Regional,NW,3,1
Estação de Agualva - Cacém,Estação de Rio de Mouro,Train,3.4,Linha de Sintra - CP Lisboa,NW,2,1
Estação de Agualva - Cacém,Estação de Sete Rios,Train,14.2,Linha de Sintra - InterRegional/Regional,SE,4,5
Estação de Águas Santas/Palmilheira,Estação de Ermesinde,Train,1.8,Linha de Braga/Linha de Guimarães/Linha do Marco de Canaveses/Linha do Minho - CP Porto,N,2,1
Estação de Águas Santas/Palmilheira,Estação de Rio Tinto,Train,2.0,Linha de Braga/Linha de Guimarães/Linha do Marco de Canaveses/Linha do Minho - CP Porto,S,1,2
Estação de Aguda,Estação de Granja,Train,1.3,Linha de Aveiro/Linha do Norte - CP Porto/Regional,S,1,2
Estação de Aguda,Estação de Miramar,Train,2.0,Linha de Aveiro/Linha do Norte - CP Porto/Regional,N,2,1
Estação de Águeda,Estação de Mourisca do Vouga,Train,4.2,Linha do Vouga/Ramal de Aveiro - Regional,N,2,1
Estação de Águeda,Estação de Oronhe,Train,2.6,Linha do Vouga/Ramal de Aveiro - Regional,W,1,2
Estação de Aguieira,Estação de Mourisca do Vouga,Train,1.4,Linha do Vouga/Ramal de Aveiro - Regional,SW,1,2
Estação de Aguieira,Estação de Valongo do Vouga,Train,2.4,Linha do Vouga/Ramal de Aveiro - Regional,N,2,1
Estação de Aguim,Estação de Curia,Train,1.0,Linha do Norte - Regional,N,2,1
Estação de Aguim,Estação de Mealhada,Train,4.5,Linha do Norte - Regional,S,1,2
Estação de Albergaria dos Doze,Estação de Caxarias,Train,10.3,Linha do Norte - Regional,SE,1,2
Estação de Albergaria dos Doze,Estação de Litém,Train,6.4,Linha do Norte - Regional,N,2,1
Estação de Albergaria-a-Nova,Estação de Branca,Car,2.6,Linha do Vouga - Transbordo Rodoviário,N,2,1
Estação de Albergaria-a-Nova,Estação de Urgueiras,Car,5.8,Linha do Vouga - Transbordo Rodoviário,S,1,2
Estação de Albergaria-a-Velha,Estação de Sernada do Vouga,Car,4.0,Linha do Vouga - Transbordo Rodoviário,SE,1,2
Estação de Albergaria-a-Velha,Estação de Urgueiras,Car,1.8,Linha do Vouga - Transbordo Rodoviário,N,2,1
Estação de Albufeira - Ferreiras,Estação de Boliqueime,Train,5.2,Linha do Algarve - Regional,E,3,4
Estação de Albufeira - Ferreiras,Estação de Loulé,High-Speed Train,17.1,Linha do Algarve,SE,6,8
Estação de Albufeira - Ferreiras,Estação de Loulé,Train,17.1,Linha do Algarve - Intercidades,SE,5,6
Estação de Albufeira - Ferreiras,Ferreiras,Car,1.2,,SW,2,2
Estação de Albufeira - Ferreiras,Tunes,High-Speed Train,5.2,Linha do Algarve,NW,7,9
Estação de Albufeira - Ferreiras,Tunes,Train,5.2,Linha do Algarve - Intercidades/Regional,NW,4,6
Estação de Alcáçovas,Vila Nova da Baronia,Train,14.5,Linha do Alentejo - Intercidades,SE,1,2
Estação de Alcaide,Estação de Donas,Train,2.2,Linha da Beira Baixa - Regional,W,2,1
Estação de Alcaide,Estação de Fatela - Penamacor,Train,3.9,Linha da Beira Baixa - Regional,E,1,2
Estação de Alcains,Estação de Castelo Branco,Train,13.0,Linha da Beira Baixa - Regional,SW,1,2
Estação de Alcains,Estação de Lardosa,Train,7.9,Linha da Beira Baixa - Regional,N,2,1
Estação de Alcântara-Mar,Estação de Alcântara-Terra,Transfer,0.0,,N,3,2
Estação de Alcântara-Mar,Estação de Belém,Train,2.2,Linha de Cascais - CP Lisboa,W,2,1
Estação de Alcântara-Mar,Estação de Santos,Train,1.7,Linha de Cascais - CP Lisboa,E,1,2
Estação de Alcântara-Terra,Estação de Campolide,Train,3.0,Linha da Azambuja/Linha de Cintura - CP Lisboa,N,1,6
Estação de Alcantarilha,Poço Barreto,Car,3.7,,W,3,1
Estação de Alcantarilha,Poço Barreto,Train,3.6,Linha do Algarve - Regional,W,5,5
Estação de Alcaria,Estação de Fundão,Train,7.8,Linha da Beira Baixa - Regional,S,1,2
Estação de Alcaria,Estação de Tortosendo,Train,5.0,Linha da Beira Baixa - Regional,N,2,1
Estação de Aldeia,Estação de Freineda,Train,2.6,Linha da Beira Alta - Regional,W,1,2
Estação de Aldeia,Estação de Vilar Formoso,Train,5.1,Linha da Beira Alta - Regional,E,2,1
Estação de Alegria,Estação de Ferradosa,Train,6.3,Linha do Douro - InterRegional/Regional,SE,2,1
Estação de Alegria,Estação de Tua,Train,5.2,Linha do Douro - InterRegional/Regional,NW,1,2
Estação de Alfarelos,Estação de Coimbra-B,Train,18.9,Linha do Norte - Intercidades/InterRegional,E,6,4
Estação de Alfarelos,Estação de Figueira da Foz,Train,14.7,Linha do Oeste/Ramal de Alfarelos - InterRegional,W,7,2
Estação de Alfarelos,Estação de Formoselha,Train,2.8,Linha do Norte - Regional/Urbanos de Coimbra,NE,2,1
Estação de Alfarelos,Estação de Montemor,Train,1.9,Ramal de Alfarelos - Urbanos de Coimbra,W,3,2
Estação de Alfarelos,Estação de Pombal,Train,28.8,Linha do Norte - Intercidades/InterRegional,S,5,4
Estação de Alfarelos,Estação de Verride,Train,7.6,Ramal de Alfarelos - InterRegional/Regional,W,4,4
Estação de Alfarelos,Estação de Vila Nova de Anços,Train,7.0,Linha do Norte - Regional,S,1,2
Estação de Alferrarede,Estação de Mouriscas-A,Train,9.8,Linha da Beira Baixa - Regional,E,2,1
Estação de Algés,Estação de Belém,Train,3.0,Linha de Cascais - CP Lisboa,E,1,2
Estação de Algés,Estação de Cruz Quebrada,Train,2.0,Linha de Cascais - CP Lisboa,W,2,1
Estação de Algés,IC17 CRIL - Início,Transfer,0.0,,S,3,2
Estação de Algés,IC17 CRIL - Saída 1,Car,0.5,,NE,4,3
Estação de Algueirão - Mem Martins,Estação de Portela de Sintra,Train,3.2,Linha de Sintra - CP Lisboa,W,2,1
Estação de Alhandra,Estação de Alverca,Train,4.2,Linha da Azambuja/Linha do Norte - CP Lisboa,SW,1,2
Estação de Alhandra,Estação de Vila Franca de Xira,Train,4.2,Linha da Azambuja/Linha do Norte - CP Lisboa,NE,2,1
Estação de Alhos Vedros,Estação de Baixa da Banheira,Train,1.7,Linha do Alentejo/Linha do Sado - CP Lisboa,W,1,2
Estação de Alhos Vedros,Estação de Moita,Train,2.8,Linha do Alentejo/Linha do Sado - CP Lisboa,E,2,1
Estação de Almancil,Estação de Loulé,Train,3.4,Linha do Algarve - Regional,NW,4,3
Estação de Almancil,Estação de Parque das Cidades,Train,4.2,Linha do Algarve - Regional,SE,3,4
Estação de Almourol,Estação de Praia do Ribatejo,Train,2.5,Linha da Beira Baixa - Regional,E,2,1
Estação de Almourol,Estação de Tancos,Train,2.0,Linha da Beira Baixa - Regional,W,1,2
Estação de Alpedrinha,Estação de Castelo Novo,Train,4.4,Linha da Beira Baixa - Regional,S,1,2
Estação de Alpedrinha,Estação de Vale de Prazeres,Train,3.9,Linha da Beira Baixa - Regional,NE,2,1
Estação de Alvarães,Estação de Areia - Darque,Train,6.9,Linha do Minho - InterRegional,NW,3,3
Estação de Alvarães,Estação de Darque,Train,5.3,Linha do Minho - Regional,NW,2,1
Estação de Alvarães,Estação de Senhora das Neves,Train,1.6,Linha do Minho - InterRegional/Regional,E,1,2
Estação de Alvega-Ortiga,Estação de Barragem de Belver,Train,4.4,Linha da Beira Baixa - Regional,E,2,1
Estação de Alvega-Ortiga,Estação de Mouriscas-A,Train,3.7,Linha da Beira Baixa - Regional,W,1,2
Estação de Alverca,Estação de Vila Franca de Xira,Train,8.4,Linha da Azambuja/Linha do Norte - Regional,NE,3,3
Estação de Alvito,Ferreira do Alentejo,Car,25.6,,SW,5,7
Estação de Alvito,"Odivelas, Ferreira do Alentejo",Car,17.9,,SW,6,3
Estação de Alvito,Vila Nova da Baronia,Train,8.2,Linha do Alentejo - Intercidades/Regional,NW,2,1
Estação de Amadora,Estação de Queluz - Belas,Train,2.0,Linha de Sintra - CP Lisboa,W,2,1
Estação de Amadora,Estação de Reboleira,Train,1.6,Linha de Sintra - CP Lisboa,SE,1,2
Estação de Amial,Estação de Pereira,Train,3.6,Linha do Norte - Urbanos de Coimbra,W,1,2
Estação de Amial,Estação de Vila Pouca do Campo,Train,1.6,Linha do Norte - Urbanos de Coimbra,E,2,1
Estação de Amoreiras - Odemira,Estação de Funcheira,Train,8.9,Linha do Sul - Intercidades,NE,2,1
Estação de Amoreiras - Odemira,Estação de Santa Clara - Sabóia,Train,31.3,Linha do Sul - Intercidades,SW,1,7
Estação de Amoreiras - Odemira,São Martinho das Amoreiras,Car,4.7,N123-1,S,3,4
Estação de Âncora-Praia,Estação de Caminha,Train,8.2,Linha do Minho - Intercidades,N,4,5
Estação de Âncora-Praia,Estação de Moledo do Minho,Train,4.3,Linha do Minho - InterRegional/Regional,N,2,1
Estação de Âncora-Praia,Estação de Viana do Castelo,Train,14.7,Linha do Minho - Intercidades,S,3,5
Estação de Aregos,Estação de Ermida,Train,5.8,Linha do Douro - InterRegional,E,3,3
Estação de Aregos,Estação de Mirão,Train,3.4,Linha do Douro - Regional,E,2,1
Estação de Aregos,Estação de Mosteirô,Train,6.1,Linha do Douro - InterRegional/Regional,W,1,2
Estação de Areia - Darque,Estação de Darque,Train,1.6,Linha do Minho - Regional,E,1,2
Estação de Areia - Darque,Estação de Viana do Castelo,Train,3.4,Linha do Minho - InterRegional/Regional,W,2,1
Estação de Arentim,Estação de Couto de Cambeses,Train,5.4,Linha de Braga/Ramal de Braga - CP Porto,W,1,2
Estação de Arentim,Estação de Ruilhe,Train,1.4,Linha de Braga/Ramal de Braga - CP Porto,NE,2,1
Estação de Areosa,Estação de Carreço,Train,3.3,Linha do Minho - Regional,N,2,1
Estação de Areosa,Estação de Viana do Castelo,Train,3.9,Linha do Minho - Regional,SE,1,2
Estação de Arrifana,Estação de Escapães,Train,2.1,Linha do Vouga - Regional,NW,2,1
Estação de Arrifana,Estação de São João da Madeira,Train,1.4,Linha do Vouga - Regional,SE,1,2
Estação de Arronches,Estação de Assumar,Train,6.4,Linha do Leste - Regional,NW,1,2
Estação de Arronches,Estação de Santa Eulália-A,Train,13.5,Linha do Leste - Regional,SE,2,1
Estação de Assumar,Estação de Portalegre,Train,10.3,Linha do Leste - Regional,NW,1,2
Estação de Avanca,Estação de Estarreja,Train,6.5,Linha de Aveiro/Linha do Norte - CP Porto/Regional,S,1,2
Estação de Avanca,Estação de Ovar,Train,6.9,Linha de Aveiro/Linha do Norte - Regional,NW,3,3
Estação de Avanca,Estação de Válega,Train,3.2,Linha de Aveiro/Linha do Norte - CP Porto,NW,2,1
Estação de Aveiro,Estação de Cacia,Train,6.1,Linha de Aveiro/Linha do Norte - CP Porto/Regional,NE,2,1
Estação de Aveiro,Estação de Coimbra-B,High-Speed Train,55.3,Linha do Norte,S,7,9
Estação de Aveiro,Estação de Esgueira,Train,2.1,Linha do Vouga/Ramal de Aveiro - Regional,E,3,1
Estação de Aveiro,Estação de Espinho,High-Speed Train,44.2,Linha do Norte,N,8,7
Estação de Aveiro,Estação de Estarreja,Train,14.8,Linha do Norte - Intercidades/InterRegional,NE,5,4
Estação de Aveiro,Estação de Mealhada,Train,36.6,Linha do Norte - Intercidades,SE,6,4
Estação de Aveiro,Estação de Oliveira do Bairro,Train,20.4,Linha do Norte - InterRegional,SE,4,4
Estação de Aveiro,Estação de Quintans,Train,6.6,Linha do Norte - Regional,SE,1,2
Estação de Aveleda,Estação de Mazagão,Train,4.0,Linha de Braga/Ramal de Braga - CP Porto,NE,2,1
Estação de Aveleda,Estação de Tadim,Train,1.9,Linha de Braga/Ramal de Braga - CP Porto,SW,1,2
Estação de Azurva,Estação de Eixo,Train,2.3,Linha do Vouga/Ramal de Aveiro - Regional,E,2,1
Estação de Azurva,Estação de Esgueira,Train,2.3,Linha do Vouga/Ramal de Aveiro - Regional,W,1,2
Estação de Badajoz,Estação de Elvas,Train,10.7,Linha do Leste - Regional,W,1,2
Estação de Baixa da Banheira,Estação do Lavradio,Train,1.2,Linha do Alentejo/Linha do Sado - CP Lisboa,W,1,2
Estação de Baraçal,Estação de Celorico da Beira,Train,5.2,Linha da Beira Alta - Regional,W,1,2
Estação de Baraçal,Estação de Vila Franca das Naves,Train,8.6,Linha da Beira Alta - Regional,NE,2,1
Estação de Barca da Amieira - Envendos,Estação de Belver,Train,13.5,Linha da Beira Baixa - Regional,W,1,2
Estação de Barca da Amieira - Envendos,Estação de Fratel,Train,15.8,Linha da Beira Baixa - Regional,NE,2,1
Estação de Barcelos,Estação de Barroselas,Train,17.9,Linha do Minho - Intercidades,NW,5,3
Estação de Barcelos,Estação de Midões,Train,4.3,Linha do Minho - Regional,SE,1,2
Estação de Barcelos,Estação de Nine,Train,11.4,Linha do Minho - Intercidades/InterRegional,SE,3,5
Estação de Barcelos,Estação de Silva,Train,3.7,Linha do Minho - Regional,NW,2,1
Estação de Barcelos,Estação de Tamel,Train,9.7,Linha do Minho - InterRegional,N,4,3
Estação de Barqueiros,Estação de Porto de Rei,Train,3.8,Linha do Douro - Regional,SW,1,2
Estação de Barqueiros,Estação de Rede,Train,3.2,Linha do Douro - Regional,NE,2,1
Estação de Barquinha,Estação de Tancos,Train,3.6,Linha da Beira Baixa - Regional,E,2,1
Estação de Barquinha,Estação do Entroncamento,Train,3.8,Linha da Beira Baixa - Regional,W,1,3
Estação de Barragem de Belver,Estação de Belver,Train,4.0,Linha da Beira Baixa - Regional,E,2,1
Estação de Barreiro-A,Estação do Barreiro,Train,1.1,Linha do Alentejo/Linha do Sado - CP Lisboa,SW,1,1
Estação de Barreiro-A,Estação do Lavradio,Train,1.3,Linha do Alentejo/Linha do Sado - CP Lisboa,E,2,1
Estação de Barrimau,Estação de Esmeriz,Train,1.2,Linha de Braga/Linha do Minho - CP Porto,S,1,2
Estação de Barrimau,Estação de Famalicão,Train,1.9,Linha de Braga/Linha do Minho - CP Porto,N,2,1
Estação de Barroselas,Estação de Durrães,Train,3.2,Linha do Minho - InterRegional/Regional,E,1,2
Estação de Barroselas,Estação de Senhora das Neves,Train,1.6,Linha do Minho - InterRegional/Regional,W,2,1
Estação de Barroselas,Estação de Viana do Castelo,Train,13.5,Linha do Minho - Intercidades,W,4,4
"Estação de Belmonte, Huelva",Gibraleón,Train,11.5,Linha Zafra-Huelva - Media Distancia,S,1,2
Estação de Belmonte-Manteigas,Estação de Caria,Train,4.4,Linha da Beira Baixa - Intercidades/Regional,SW,1,2
Estação de Belmonte-Manteigas,Estação de Maçainhas,Train,8.2,Linha da Beira Baixa - Intercidades/Regional,NE,2,1
Estação de Bemposta,Estação de Ponte de Sôr,Train,16.9,Linha do Leste - Regional,SE,2,1
Estação de Bencanta,Estação de Coimbra-B,Train,2.1,Linha do Norte - Regional/Urbanos de Coimbra,NE,2,1
Estação de Bencanta,Estação de Espadaneira,Train,1.4,Linha do Norte - Regional/Urbanos de Coimbra,W,1,2
Estação de Benespera,Estação de Maçainhas,Train,5.8,Linha da Beira Baixa - Intercidades/Regional,S,1,2
Estação de Benespera,Estação de Sabugal,Train,9.5,Linha da Beira Baixa - Intercidades/Regional,N,2,1
Estação de Benfica,Estação de Campolide,Train,3.2,Linha de Sintra - CP Lisboa,E,1,5
Estação de Benfica,Estação de Santa Cruz - Damaia,Train,1.2,Linha de Sintra - CP Lisboa,W,2,1
Estação de Benfica,Estação de Sete Rios,Train,3.1,Concordância de Sete Rios - CP Lisboa,E,3,3
Estação de Benquerenças,Estação de Castelo Branco,Train,7.2,Linha da Beira Baixa - Regional,E,2,1
Estação de Benquerenças,Estação de Retaxo,Train,3.4,Linha da Beira Baixa - Regional,SW,1,2
Estação de Bifurcação de Lares,Estação de Lares,Train,1.3,Linha do Oeste - Regional/Urbanos de Coimbra,W,3,1
Estação de Bifurcação de Lares,Estação de Louriçal,Train,15.3,Linha do Oeste - Regional,S,1,2
Estação de Bifurcação de Lares,Estação de Reveles,Train,2.1,Ramal de Alfarelos - Urbanos de Coimbra,E,2,1
Estação de Bobadela,Estação de Sacavém,Train,1.4,Linha da Azambuja/Linha do Norte - CP Lisboa,S,1,2
Estação de Bobadela,Estação de Santa Iria,Train,3.9,Linha da Azambuja/Linha do Norte - CP Lisboa,N,2,1
Estação de Boliqueime,Estação de Loulé,Train,8.6,Linha do Algarve - Regional,SE,3,4
Estação de Bom João,Estação de Faro,Train,2.2,Linha do Algarve - Regional,NW,5,2
Estação de Bom João,Faro - Sé,Car,1.7,,N,2,3
Estação de Bom João,Olhão,Train,7.8,Linha do Algarve - Regional,NE,4,6
Estação de Bom João,Porto de Faro,Car,2.0,,S,1,1
Estação de Bom João,Variante de Faro - Nó com a M518,Car,2.6,,NE,3,3
Estação de Bombarral,Estação de Óbidos,Train,12.4,Linha do Oeste - InterRegional,N,3,3
Estação de Bombarral,Estação de Outeiro,Train,9.2,Linha do Oeste - InterRegional/Regional,S,1,2
Estação de Bombarral,Estação de Paúl,Train,3.5,Linha do Oeste - Regional,N,2,1
Estação de Braço de Prata,Estação de Lisboa - Santa Apolónia,Train,4.0,Linha do Norte - CP Lisboa,SW,3,1
Estação de Braço de Prata,Estação de Marvila,Train,0.8,Linha da Azambuja/Linha de Cintura - CP Lisboa,SW,1,2
Estação de Braço de Prata,Gare do Oriente,Train,2.5,Linha da Azambuja/Linha do Norte - CP Lisboa,N,2,3
Estação de Braga,Estação de Ferreiros,Train,2.1,Linha de Braga/Ramal de Braga - CP Porto,S,1,2
Estação de Braga,Estação de Nine,High-Speed Train,15.0,Ramal de Braga,SW,3,10
Estação de Braga,Estação de Nine,Train,15.0,Ramal de Braga - Intercidades,SW,2,6
Estação de Branca,Estação de Pinheiro da Bemposta,Car,2.8,Linha do Vouga - Transbordo Rodoviário,N,2,1
Estação de Bustelo,Estação de Meinedo,Train,2.2,Linha do Douro/Linha do Marco de Canaveses - CP Porto,NE,2,1
Estação de Bustelo,Estação de Penafiel,Train,2.9,Linha do Douro/Linha do Marco de Canaveses - CP Porto,SW,1,2
Estação de Cabanões,Estação de Casal do Álvaro,Train,1.4,Linha do Vouga/Ramal de Aveiro - Regional,SE,2,1
Estação de Cabanões,Estação de Travassô,Train,1.6,Linha do Vouga/Ramal de Aveiro - Regional,W,1,2
Estação de Cabeda,Estação de Ermesinde,Train,2.0,Linha do Douro/Linha do Marco de Canaveses - CP Porto,W,1,3
Estação de Cabeda,Estação de Suzão,Train,4.0,Linha do Douro/Linha do Marco de Canaveses - CP Porto,SE,2,1
Estação de Cacela,Estação de Castro Marim,Train,5.9,Linha do Algarve - Regional,NE,2,4
Estação de Cacela,Vila Nova de Cacela,Car,0.8,,SE,1,4
Estação de Cacia,Estação de Canelas,Train,4.8,Linha de Aveiro/Linha do Norte - CP Porto,NE,2,1
Estação de Cacia,Estação de Estarreja,Train,8.8,Linha de Aveiro/Linha do Norte - Regional,N,3,3
Estação de Caíde,Estação de Livração,Train,9.4,Linha do Douro - InterRegional,SE,5,4
Estação de Caíde,Estação de Meinedo,Train,2.9,Linha do Douro/Linha do Marco de Canaveses - CP Porto,W,1,2
Estação de Caíde,Estação de Oliveira,Train,2.8,Linha do Douro/Linha do Marco de Canaveses - CP Porto,E,2,1
Estação de Caíde,Estação de Penafiel,Train,8.0,Linha do Douro/Linha do Marco de Canaveses - InterRegional/Regional,SW,3,3
Estação de Caíde,Estação de Vila Meã,Train,4.8,Linha do Douro/Linha do Marco de Canaveses - Regional,E,4,3
Estação de Cais do Sodré,Estação de Santos,Train,0.9,Linha de Cascais - CP Lisboa,W,1,1
Estação de Caldas da Rainha,Estação de Óbidos,Train,5.3,Linha do Oeste - InterRegional/Regional,S,1,2
Estação de Caldas da Rainha,Estação de Salir do Porto,Train,9.8,Linha do Oeste - Regional,N,2,1
Estação de Caldas da Rainha,Estação de São Martinho do Porto,Train,12.1,Linha do Oeste - InterRegional,N,3,3
Estação de Caldas de Moledo,Estação de Godim,Train,3.7,Linha do Douro - Regional,E,2,1
Estação de Caldas de Moledo,Estação de Rede,Train,3.7,Linha do Douro - Regional,W,1,2
Estação de Caminha,Estação de Moledo do Minho,Train,3.9,Linha do Minho - InterRegional,SW,3,3
Estação de Caminha,Estação de Seixas,Train,3.1,Linha do Minho - Regional,NE,2,1
Estação de Caminha,Estação de Senhora da Agonia,Train,0.9,Linha do Minho - Regional,W,1,2
Estação de Caminha,Estação de Vila Nova de Cerveira,Train,10.9,Linha do Minho - Intercidades/InterRegional,NE,4,3
Estação de Campolide,Estação de Sete Rios,Train,1.0,Linha da Azambuja/Linha de Cintura - CP Lisboa/Fertagus,N,3,1
Estação de Campolide,Estação do Pragal,Train,7.3,Linha do Sul/Ponte 25 de Abril - Fertagus,S,2,2
Estação de Campolide,Estação do Rossio,Train,3.1,Linha de Sintra/Túnel do Rossio - CP Lisboa,SE,4,1
Estação de Canas-Felgueira,Estação de Lapa do Lobo,Train,2.0,Linha da Beira Alta - Regional,SW,1,2
Estação de Canas-Felgueira,Estação de Nelas,Train,8.1,Linha da Beira Alta - Regional,NE,2,1
Estação de Canelas,Estação de Salreu,Train,1.4,Linha de Aveiro/Linha do Norte - CP Porto,N,2,1
Estação de Caniços,Estação de Santo Tirso,Train,4.5,Linha de Guimarães - CP Porto,W,1,2
Estação de Caniços,Estação de Vila das Aves,Train,3.0,Linha de Guimarães - CP Porto,E,2,1
Estação de Carapeços,Estação de Silva,Train,3.2,Linha do Minho - Regional,S,1,2
Estação de Carapeços,Estação de Tamel,Train,2.8,Linha do Minho - Regional,N,2,1
Estação de Carcavelos,Estação de Oeiras,Train,1.6,Linha de Cascais - CP Lisboa,E,1,2
Estação de Caria,Estação de Covilhã,Train,13.6,Linha da Beira Baixa - Intercidades/Regional,W,1,2
Estação de Carrascal-Delongo,Estação de Curvaceiras,Train,3.3,Ramal de Tomar - Regional,E,2,1
Estação de Carrascal-Delongo,Estação de Soudos - Vila Nova,Train,1.1,Ramal de Tomar - Regional,SW,1,2
Estação de Carregal do Sal,Estação de Nelas,Train,19.1,Linha da Beira Alta - Intercidades,NE,4,3
Estação de Carregal do Sal,Estação de Oliveirinha-Cabanas,Train,4.3,Linha da Beira Alta - Regional,E,2,1
Estação de Carregal do Sal,Estação de Papízios,Train,4.2,Linha da Beira Alta - Regional,W,1,2
Estação de Carregal do Sal,Estação de Santa Comba Dão,Train,12.4,Linha da Beira Alta - Intercidades,W,3,3
Estação de Carreira,Estação de Midões,Train,3.0,Linha do Minho - Regional,NW,2,1
Estação de Carreira,Estação de Nine,Train,4.1,Linha do Minho - Regional,SE,1,2
Estação de Carvalha,Estação de São Pedro da Torre,Train,3.4,Linha do Minho - Regional,E,2,1
Estação de Carvalha,Estação de Vila Nova de Cerveira,Train,6.5,Linha do Minho - Regional,SW,1,2
Estação de Carvalhal da Portela,Estação de Macinhata do Vouga,Train,2.2,Linha do Vouga/Ramal de Aveiro - Regional,N,2,1
Estação de Carvalhal da Portela,Estação de Valongo do Vouga,Train,1.6,Linha do Vouga/Ramal de Aveiro - Regional,S,1,2
Estação de Carvalheira-Maceda,Estação de Cortegaça,Train,1.9,Linha de Aveiro/Linha do Norte - CP Porto,N,2,1
Estação de Carvalheira-Maceda,Estação de Ovar,Train,6.8,Linha de Aveiro/Linha do Norte - CP Porto,S,1,2
Estação de Carvalhos de Figueiredo,Estação de Santa Cita,Train,2.4,Ramal de Tomar - Regional,S,1,2
Estação de Carvalhos de Figueiredo,Estação de Tomar,Train,3.5,Ramal de Tomar - Regional,NW,2,1
