Name,Municipio,Province,District
EX-A1 - Saída 61,Galisteo,Cáceres,
EX-A1 - Saída 66,Alagón del Río,Cáceres,
EX-A1 - Saída 72,Guijo de Galisteo,Cáceres,
EX-A1 - Saída 77,Coria,Cáceres,
EX-A1 - Saída 82,Coria,Cáceres,
EX-A1 - Saída 88,Casas de Don Gómez,Cáceres,
EX-A1 - Saída 92,Casas de Don Gómez,Cáceres,
EX-A2 - Fim,Don Benito,Badajoz,
EX-A2 - Saída 6,Miajadas,Cáceres,
EX-A2 - Saída 8,Don Benito,Badajoz,
EX-A2 - Saída 15,Don Benito,Badajoz,
EX-A2 - Saída 20,Don Benito,Badajoz,
EX-A2 - Saída 23,Don Benito,Badajoz,
Faro del Espigón,Huelva,Huelva,
Flecha del Rompido,Lepe,Huelva,
Fronteira Espanha-Gibraltar - Lado espanhol,La Línea de la Concepción,Cádiz,
Gelves,Gelves,Sevilha,
Gibraleón,Gibraleón,Huelva,
Glorieta de los Cipreses,Dos Hermanas,Sevilha,
"Glorieta Don Antonio Páez Lobato, Jerez de la Frontera",Jerez de la Frontera,Cádiz,
Glorieta Llaves de la Ciudad,Santa Marta de Tormes,Salamanca,
GR-30 - Saída 1,Albolote,Granada,
GR-30 - Saída 2,Albolote,Granada,
GR-30 - Saída 4,Albolote,Granada,
GR-30 - Saída 5,Peligros,Granada,
GR-30 - Saída 6,Peligros,Granada,
GR-30 - Saída 7,Pulianas,Granada,
GR-30 - Saída 9,Granada,Granada,Chana
GR-30 - Saída 11,Granada,Granada,Ronda
GR-30 - Saída 12,Granada,Granada,Ronda
GR-30 - Saída 13,Granada,Granada,Ronda
GR-30 - Saída 15,Granada,Granada,Ronda
GR-30 - Saída 18,Ogíjares,Granada,
GR-30 - Saída 21,Alhendín,Granada,
GR-30 - Saída 23,Villa de Otura,Granada,
Gran Teatro de Huelva,Huelva,Huelva,
Guadix,Guadix,Granada,
H-30 - Centro Comercial,Huelva,Huelva,
H-30 - Paseo Marítimo,Huelva,Huelva,
H-30 - Saída 8,Huelva,Huelva,
H-30 - Saída 9,Huelva,Huelva,
H-30 - Saída 11A,Huelva,Huelva,
H-30 - Saída 11B,Huelva,Huelva,
H-30 - Saída 12,Huelva,Huelva,
H-30 - Saída 15,Huelva,Huelva,
H-30 - Saída 18,Huelva,Huelva,
H-31 - Fim,Huelva,Huelva,
H-31 - Saída 80,Huelva,Huelva,
Hospital do Meixoeiro,Vigo,Pontevedra,Bembrive
"Hospital Infanta Elena, Huelva",Huelva,Huelva,
Hospital Universitário Juan Ramón Jiménez,Huelva,Huelva,
Hospital Vázquez Díaz,Huelva,Huelva,
"Humilladero de la Cinta, Huelva",Huelva,Huelva,
IES La Rábida,Huelva,Huelva,
"Iglesia de San Pedro, Huelva",Huelva,Huelva,
Intu Xanadú,Arroyomolinos,Comunidade de Madrid,
Isla Cristina,Isla Cristina,Huelva,
Isla de Bacuta Sur,Huelva,Huelva,
Isla de Las Palomas,Tarifa,Cádiz,
Isla Saltés,Huelva,Huelva,
Islantilla,Lepe,Huelva,
L'Alcúdia,L'Alcúdia,València / Valencia,
La Antilla,Lepe,Huelva,
La Carlota,La Carlota,Córdoba,
La Línea de la Concepción - Centro da cidade,La Línea de la Concepción,Cádiz,
La Puebla de Cazalla,La Puebla de Cazalla,Sevilha,
La Redondela,Isla Cristina,Huelva,
La Torre de Esteban Hambrán,La Torre de Esteban Hambrán,Toledo,
Laguna del Portil,Punta Umbría,Huelva,
Lepe,Lepe,Huelva,
Llocnou de la Corona / Lugar Nuevo de la Corona,Llocnou de la Corona / Lugar Nuevo de la Corona,València / Valencia,
Los Palacios y Villafranca,Los Palacios y Villafranca,Sevilha,
M-11 - Saída 1,Madrid,Comunidade de Madrid,Hortaleza
M-14 - T1-T2-T3 Norte,Madrid,Comunidade de Madrid,Barajas
M-14 - T1-T2-T3 Sul,Madrid,Comunidade de Madrid,Barajas
M-30 - Calle de San Pol de Mar,Madrid,Comunidade de Madrid,Moncloa-Aravaca
M-30 - Glorieta de José Moñino,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
M-30 - Glorieta de las Reales Academias,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
M-30 - Glorieta José Francisco de Isla,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
M-30 - Palacio de la Moncloa,Madrid,Comunidade de Madrid,Moncloa-Aravaca
M-30 - Plaza Juan Pablo Forner,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
M-30 - Saída 2,Madrid,Comunidade de Madrid,Chamartín
M-30 - Saída 2A-B-C,Madrid,Comunidade de Madrid,Ciudad Lineal
M-30 - Saída 3,Madrid,Comunidade de Madrid,Chamartín
M-30 - Saída 4,Madrid,Comunidade de Madrid,Chamartín
M-30 - Saída 5B-6A,Madrid,Comunidade de Madrid,Ciudad Lineal
M-30 - Saída 6A-B,Madrid,Comunidade de Madrid,Salamanca
M-30 - Saída 6B,Madrid,Comunidade de Madrid,Ciudad Lineal
M-30 - Saída 8,Madrid,Comunidade de Madrid,Moratalaz
M-30 - Saída 10,Madrid,Comunidade de Madrid,Puente de Vallecas
M-30 - Saída 11,Madrid,Comunidade de Madrid,Arganzuela
M-30 - Saída 13,Madrid,Comunidade de Madrid,Usera
M-30 - Saída 15,Madrid,Comunidade de Madrid,Arganzuela
M-30 - Saída 16,Madrid,Comunidade de Madrid,Carabanchel
M-30 - Saída 17,Madrid,Comunidade de Madrid,Arganzuela
M-30 - Saída 19,Madrid,Comunidade de Madrid,Moncloa-Aravaca
M-30 - Saída 20,Madrid,Comunidade de Madrid,Moncloa-Aravaca
M-30 - Saída 23B,Madrid,Comunidade de Madrid,Moncloa-Aravaca
M-30 - Saída 24,Madrid,Comunidade de Madrid,Moncloa-Aravaca
M-30 - Saída 25,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
M-30 - Saída 26,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
M-30 - Saída 27,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
M-30 - Saída 31,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
M-40 - Saída 5,Madrid,Comunidade de Madrid,Hortaleza
M-40 - Saída 6,Madrid,Comunidade de Madrid,Barajas
M-40 - Saída 7,Madrid,Comunidade de Madrid,Hortaleza
M-40 - Saída 10,Madrid,Comunidade de Madrid,San Blas-Canillejas
M-40 - Saída 12,Madrid,Comunidade de Madrid,Vicálvaro
M-40 - Saída 14,Madrid,Comunidade de Madrid,Moratalaz
M-40 - Saída 16,Madrid,Comunidade de Madrid,Puente de Vallecas
M-40 - Saída 19A,Madrid,Comunidade de Madrid,Puente de Vallecas
M-40 - Saída 20,Madrid,Comunidade de Madrid,Puente de Vallecas
M-40 - Saída 22,Madrid,Comunidade de Madrid,Villaverde
M-40 - Saída 23,Madrid,Comunidade de Madrid,Villaverde
M-40 - Saída 24,Madrid,Comunidade de Madrid,Villaverde
M-40 - Saída 28A,Madrid,Comunidade de Madrid,Carabanchel
M-40 - Saída 30,Madrid,Comunidade de Madrid,Latina
M-40 - Saída 31,Madrid,Comunidade de Madrid,Latina
M-40 - Saída 38,Pozuelo de Alarcón,Comunidade de Madrid,
M-40 - Saída 40,Pozuelo de Alarcón,Comunidade de Madrid,
M-40 - Saída 41,Pozuelo de Alarcón,Comunidade de Madrid,
M-40 - Saída 45,Pozuelo de Alarcón,Comunidade de Madrid,
M-40 - Saída 51,Madrid,Comunidade de Madrid,Moncloa-Aravaca
M-40 - Saída 54,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
M-45 - Avenida Ensanche de Vallecas,Madrid,Comunidade de Madrid,Villa de Vallecas
M-45 - Saída 7,Getafe,Comunidade de Madrid,
M-45 - Saída 11,Madrid,Comunidade de Madrid,Villaverde
M-45 - Saída 17,Madrid,Comunidade de Madrid,Villa de Vallecas
M-45 - Saída 20,Madrid,Comunidade de Madrid,Vicálvaro
M-45 - Saída 25,Madrid,Comunidade de Madrid,Vicálvaro
M-45 - Saída 27,Madrid,Comunidade de Madrid,Vicálvaro
M-45/M-50 - Saída 17,San Fernando de Henares,Comunidade de Madrid,
M-45/M-50 - Saída 21,San Fernando de Henares,Comunidade de Madrid,
M-45/M-50 - Saída 32,San Fernando de Henares,Comunidade de Madrid,
M-50 - Saída 13,Paracuellos de Jarama,Comunidade de Madrid,
M-50 - Saída 41,Getafe,Comunidade de Madrid,
M-50 - Saída 53,Leganés,Comunidade de Madrid,
M-50 - Saída 55,Leganés,Comunidade de Madrid,
M-50 - Saída 56,Leganés,Comunidade de Madrid,
M-50 - Saída 58,Fuenlabrada,Comunidade de Madrid,Loranca - Nuevo Versalles - Parque Miraflores
M-50 - Saída 59,Fuenlabrada,Comunidade de Madrid,Loranca - Nuevo Versalles - Parque Miraflores
M-50 - Saída 60,Fuenlabrada,Comunidade de Madrid,Loranca - Nuevo Versalles - Parque Miraflores
M-50 - Saída 62,Alcorcón,Comunidade de Madrid,Suroeste
M-50 - Saída 63,Alcorcón,Comunidade de Madrid,Norte
M-50 - Saída 64,Alcorcón,Comunidade de Madrid,Norte
M-50 - Saída 65,Alcorcón,Comunidade de Madrid,Norte
M-50 - Saída 69,Boadilla del Monte,Comunidade de Madrid,
M-50 - Saída 72,Boadilla del Monte,Comunidade de Madrid,
M-50 - Saída 79,Majadahonda,Comunidade de Madrid,
M-50 - Saída 80,Majadahonda,Comunidade de Madrid,
M-50 - Saída 82,Las Rozas de Madrid,Comunidade de Madrid,
M-50 - Saída 83,Las Rozas de Madrid,Comunidade de Madrid,
M-50/R-2 - Saída 5,Paracuellos de Jarama,Comunidade de Madrid,
M-50/R-2 - Saída 10,Paracuellos de Jarama,Comunidade de Madrid,
M-607 - Saída 9A,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
MA-20 - Saída 1,Málaga,Málaga,Churriana
Mairena del Aljarafe,Mairena del Aljarafe,Sevilha,
Manilva,Manilva,Málaga,
Marchena,Marchena,Sevilha,
Marismas de Isla Cristina,Ayamonte,Huelva,
Massalavés,Massalavés,València / Valencia,
Mirador del Conquero,Huelva,Huelva,
Mirador del Estrecho,Tarifa,Cádiz,
Moinho de Maré El Pintado,Ayamonte,Huelva,
Molhe da Compañía de Río Tinto,Huelva,Huelva,
Montortal,L'Alcúdia,València / Valencia,
Monumento homenaje a las víctimas del 11-M,Madrid,Comunidade de Madrid,Arganzuela
Museu de Huelva,Huelva,Huelva,
N-332 - Avinguda d'Elx x Carrer Mèxic,Alacant / Alicante,Alacant / Alicante,
N-338 - Saída 2,Elx / Elche,Alacant / Alicante,
N-338 - Saída 3,Elx / Elche,Alacant / Alicante,
N-340 - Barriada Los Pastores,Algeciras,Cádiz,
N-340 - Polígono Industrial Cortijo Real,Algeciras,Cádiz,
N-340 - Tarifa Este,Tarifa,Cádiz,
N-340 - Tarifa Oeste,Tarifa,Cádiz,
N-442 - Acesso Norte ao Porto Exterior de Huelva,Palos de la Frontera,Huelva,
Nuevo Portil,Cartaya,Huelva,
Observatorio de Aves Cazalla,Tarifa,Cádiz,
Oliva de la Frontera,Oliva de la Frontera,Badajoz,
Omet,Picassent,València / Valencia,
Osuna,Osuna,Sevilha,
Paradas,Paradas,Sevilha,
"Parque Alonso Sánchez, Huelva",Huelva,Huelva,
Parque Arqueológico de Segóbriga,Saelices,Cuenca,
Parque Empresarial La Raya,Aljaraque,Huelva,
"Parque Moret, Huelva",Huelva,Huelva,
"Paseo de la Reina Cristina, Madrid",Madrid,Comunidade de Madrid,Retiro
"Paseo de Santa María de la Cabeza, Madrid",Madrid,Comunidade de Madrid,Arganzuela
"Paseo del Mediterráneo, La Línea de la Concepción",La Línea de la Concepción,Cádiz,
"Paseo Marítimo, Huelva",Huelva,Huelva,
Paymogo,Paymogo,Huelva,
Pedrera,Pedrera,Sevilha,
Pinares de Lepe,Lepe,Huelva,
Playa Central,Isla Cristina,Huelva,
Playa de Isla Canela,Ayamonte,Huelva,
Playa de La Bota,Punta Umbría,Huelva,
Playa de Los Enebrales,Punta Umbría,Huelva,
Playa de Punta Umbría,Punta Umbría,Huelva,
Playa del Espigón Juan Carlos I,Huelva,Huelva,
"Plaza de Cristóbal Quintero, Huelva",Huelva,Huelva,
Plaza de Fray Genaro Prieto,Huelva,Huelva,
"Plaza de Isabel la Católica, Huelva",Huelva,Huelva,
Plaza de Ivonne Cazenave,Huelva,Huelva,
"Plaza de la Dinastía de los Litri, Huelva",Huelva,Huelva,
"Plaza de la Vera Cruz, Huelva",Huelva,Huelva,
"Plaza de las Monjas, Huelva",Huelva,Huelva,
"Plaza de Mariano de Cavia, Madrid",Madrid,Comunidade de Madrid,Retiro
Plaza de Quintero Báez,Huelva,Huelva,
"Plaza del Cardenal Cisneros, Madrid",Madrid,Comunidade de Madrid,Moncloa-Aravaca
"Plaza del Conde de Casal, Madrid",Madrid,Comunidade de Madrid,Retiro
"Plaza del Emperador Carlos V, Madrid",Madrid,Comunidade de Madrid,Arganzuela
Plaza del Huerto Paco,Huelva,Huelva,
"Plaza del Lino, Huelva",Huelva,Huelva,
"Plaza Doce de Octubre, Huelva",Huelva,Huelva,
Polígono Industrial Aceitunero,Dos Hermanas,Sevilha,
Polígono Industrial Ciutat de Carlet,Carlet,València / Valencia,
Polígono Industrial de Ayamonte,Ayamonte,Huelva,
Polígono Industrial Fortiz,Huelva,Huelva,
Polígono Industrial Francisco Montenegro,Huelva,Huelva,
"Polígono Industrial La Carrera, Valência",Carlet,València / Valencia,
Polígono Industrial La Creu,L'Alcúdia,València / Valencia,
Polígono Industrial La Esperanza,Huelva,Huelva,
Polígono Industrial La Paz,Huelva,Huelva,
"Polígono Industrial Nord, Valência",Alginet,València / Valencia,
Polígono Industrial Polirrosa,Huelva,Huelva,
"Polígono Industrial San Diego, Huelva",Huelva,Huelva,
Polígono Industrial Sant Bernat,Carlet,València / Valencia,
Polígono Industrial Tartessos,Huelva,Huelva,
Ponte de Alamillo,Sevilha,Sevilha,Triana
Ponte de Rande,Redondela,Pontevedra,Trasmañó
Ponte do Centenário,Sevilha,Sevilha,Bellavista-La Palmera
Ponte Internacional do Baixo Guadiana,El Granado,Huelva,
Ponte Internacional do Guadiana,Ayamonte,Huelva,
Ponte Sifão Santa Eulalia,Huelva,Huelva,
Porto Interior de Huelva,Huelva,Huelva,
Pozo del Camino,Ayamonte,Huelva,
Praça de Touros de La Merced,Huelva,Huelva,
"Praza de España, Vigo",Vigo,Pontevedra,Vigo
Puebla de Guzmán,Puebla de Guzmán,Huelva,
Puente del Burro,Huelva,Huelva,
"Puente Mayorga, San Roque",San Roque,Cádiz,
Puerto de la Laja,El Granado,Huelva,
Puertollano,Puertollano,Ciudad Real,
Punta de Tarifa,Tarifa,Cádiz,
Punta del Moral,Ayamonte,Huelva,
Punta del Sebo,Huelva,Huelva,
Punta Umbría,Punta Umbría,Huelva,
Puntal de la Cruz,Aljaraque,Huelva,
R-2 - Saída 6,Alcobendas,Comunidade de Madrid,
R-2 - Saída 33,Meco,Comunidade de Madrid,
R-2 - Saída 44,Cabanillas del Campo,Guadalajara,
R-2 - Saída 54,Marchamalo,Guadalajara,
R-2 - Saída 60,Guadalajara,Guadalajara,
R-4 - Saída 1,Pinto,Comunidade de Madrid,
R-4 - Saída 4,Pinto,Comunidade de Madrid,
R-4 - Saída 12,Torrejón de Velasco,Comunidade de Madrid,
R-4 - Saída 22,Seseña,Toledo,
R-4 - Saída 29,Seseña,Toledo,
R-4 - Saída 32,Aranjuez,Comunidade de Madrid,
R-4 - Saída 38,Ontígola,Toledo,
R-5 - Saída 9,Leganés,Comunidade de Madrid,
R-5 - Saída 11,Móstoles,Comunidade de Madrid,
R-5 - Saída 20,Moraleja de Enmedio,Comunidade de Madrid,
R-5 - Saída 28,Navalcarnero,Comunidade de Madrid,
Refinaria de Gibraltar-San Roque,San Roque,Cádiz,
Reitoria da Universidade de Huelva,Huelva,Huelva,
Ronda Urbana Norte de Sevilha - Centro Deportivo Los Mares,Sevilha,Sevilha,Norte
Ronda Urbana Norte de Sevilha - Glorieta Berrocal,Sevilha,Sevilha,Norte
Ronda Urbana Norte de Sevilha - Glorieta de San Lázaro,Sevilha,Sevilha,Macarena
Ronda Urbana Norte de Sevilha - Glorieta Olímpica,Sevilha,Sevilha,Macarena
Ronda Urbana Norte de Sevilha - Pino Montano,Sevilha,Sevilha,Norte
Ronda Urbana Norte de Sevilha - Poligono Calonge,Sevilha,Sevilha,Norte
Ronda Urbana Norte de Sevilha - Poligono Store,Sevilha,Sevilha,Norte
Rosal de la Frontera,Rosal de la Frontera,Huelva,
Rotonda dels Hams / Rotonda de los Anzuelos,València / Valencia,València / Valencia,Quatre Carreres
SA-20 - Polígono Industrial El Montalvo Este,Carbajosa de la Sagrada,Salamanca,
SA-20 - Polígono Industrial El Montalvo Oeste,Salamanca,Salamanca,
Salinas del Odiel,Huelva,Huelva,
San Bartolomé de la Torre,San Bartolomé de la Torre,Huelva,
San Juan de Aznalfarache,San Juan de Aznalfarache,Sevilha,
San Juan del Puerto,San Juan del Puerto,Huelva,
San Luis de Sabinillas,Manilva,Málaga,
San Silvestre de Guzmán,San Silvestre de Guzmán,Huelva,
Sanlúcar de Guadiana,Sanlúcar de Guadiana,Huelva,
Santa Bárbara de Casa,Santa Bárbara de Casa,Huelva,
Santa Cruz del Retamar,Santa Cruz del Retamar,Toledo,
SE-20 - Estádio de La Cartuja,Santiponce,Sevilha,
SE-20 - Miraflores,Sevilha,Sevilha,Norte
SE-20 - Parque de Alamillo,Santiponce,Sevilha,
SE-20 - Pino Montano,Sevilha,Sevilha,Norte
SE-20 - San Jerónimo,Sevilha,Sevilha,Norte
SE-30 - Saída 1,Sevilha,Sevilha,Este-Alcosa-Torreblanca
SE-30 - Saída 3,Sevilha,Sevilha,Cerro-Amate
SE-30 - Saída 4,Sevilha,Sevilha,Cerro-Amate
SE-30 - Saída 5,Alcalá de Guadaíra,Sevilha,
SE-30 - Saída 8,Sevilha,Sevilha,Bellavista-La Palmera
SE-30 - Saída 12,Sevilha,Sevilha,Los Remedios
SE-30 - Saída 14,Sevilha,Sevilha,Triana
SE-30 - Saída 15,San Juan de Aznalfarache,Sevilha,
SE-30 - Saída 21,Sevilha,Sevilha,Triana
SE-40 - Reinício,Palomares del Río,Sevilha,
SE-40 - Saída 5,Sevilha,Sevilha,Este-Alcosa-Torreblanca
SE-40 - Saída 19,Dos Hermanas,Sevilha,
SE-40 - Saída 35,Almensilla,Sevilha,
Seseña Nuevo,Seseña,Toledo,
Seseña,Seseña,Toledo,
Sevilha - Avenida Expo 92,Sevilha,Sevilha,Triana
Sevilha - Parque de Alamillo,Sevilha,Sevilha,Triana
Talavera la Real,Talavera la Real,Badajoz,
Tarifa,Tarifa,Cádiz,
Tariquejo,Villanueva de los Castillejos,Huelva,
Terminal Rodoviário de Huelva,Huelva,Huelva,
Universidade de Huelva - Campus de El Carmen,Huelva,Huelva,
Universidade de Huelva - Campus de La Merced,Huelva,Huelva,
Urbanização Mirador de Cerro Gordo,Badajoz,Badajoz,
Urbanización Dehesa Golf,Aljaraque,Huelva,
Urbanización La Monacilla,Aljaraque,Huelva,
Urbanización Las Moreras,Gibraleón,Huelva,
Urbasur,Isla Cristina,Huelva,
V-31 - Font de Sant Lluís,València / Valencia,València / Valencia,Quatre Carreres
V-31 - Saída 3,Silla,València / Valencia,
V-31 - Saída 5,Silla,València / Valencia,
V-31 - Saída 6,Beniparrell,València / Valencia,
V-31 - Saída 7,Albal,València / Valencia,
V-31 - Saída 8,Catarroja,València / Valencia,
V-31 - Saída 9,Alfafar,València / Valencia,
V-31 - Saída 10,Alfafar,València / Valencia,
V-31 - Saída 11,Sedaví,València / Valencia,
Valencia del Mombuey,Valencia del Mombuey,Badajoz,
Villablanca,Villablanca,Huelva,
Villafranco del Guadiana,Badajoz,Badajoz,
Villanueva de la Serena,Villanueva de la Serena,Badajoz,
Villanueva de los Castillejos,Villanueva de los Castillejos,Huelva,
